1000 5506
264 422 1
25 183 1
785 196 1
753 227 1
959 491 1
145 986 1
33 974 1
934 585 1
254 868 1
846 254 1
350 291 1
751 868 1
546 497 1
169 136 1
58 997 1
970 842 1
102 253 1
145 357 1
355 510 1
770 254 1
937 490 1
537 254 1
167 974 1
854 508 1
587 265 1
852 169 1
29 974 1
820 419 1
827 795 1
844 936 1
525 405 1
357 889 1
142 974 1
38 35 1
775 289 1
547 439 1
260 87 1
254 107 1
183 974 1
123 189 1
51 639 1
602 954 1
777 207 1
885 973 1
695 254 1
890 326 1
254 886 1
351 468 1
254 652 1
7 974 1
524 936 1
532 974 1
168 960 1
205 815 1
98 129 1
680 842 1
195 974 1
682 9 1
983 603 1
523 254 1
918 188 1
86 548 1
868 875 1
254 196 1
917 479 1
993 170 1
121 991 1
254 634 1
254 59 1
400 503 1
383 460 1
406 262 1
723 135 1
866 543 1
841 381 1
694 390 1
547 184 1
5 513 1
812 125 1
408 19 1
295 458 1
515 88 1
494 801 1
910 972 1
254 588 1
749 951 1
465 786 1
743 639 1
195 302 1
254 313 1
277 254 1
411 302 1
349 527 1
311 118 1
301 794 1
559 973 1
411 70 1
680 635 1
881 987 1
945 209 1
254 785 1
622 95 1
385 254 1
254 451 1
282 927 1
571 368 1
375 41 1
319 787 1
822 24 1
834 66 1
768 733 1
254 163 1
254 34 1
126 997 1
559 893 1
78 813 1
492 755 1
180 49 1
254 270 1
894 648 1
750 364 1
703 533 1
162 177 1
992 974 1
399 187 1
367 254 1
466 76 1
435 285 1
254 664 1
921 235 1
574 44 1
786 906 1
565 41 1
594 907 1
500 254 1
215 142 1
93 254 1
896 430 1
935 292 1
254 68 1
24 425 1
88 567 1
328 254 1
770 926 1
411 84 1
542 419 1
254 832 1
445 254 1
742 400 1
487 974 1
254 964 1
121 196 1
918 112 1
254 335 1
388 688 1
332 68 1
3 253 1
166 578 1
98 115 1
353 603 1
150 183 1
10 119 1
706 115 1
721 452 1
330 806 1
475 267 1
319 59 1
403 662 1
878 974 1
267 496 1
722 507 1
141 991 1
728 577 1
580 665 1
112 388 1
741 192 1
639 492 1
396 254 1
731 217 1
148 839 1
345 775 1
314 319 1
147 72 1
851 660 1
320 578 1
839 619 1
39 762 1
51 366 1
933 186 1
822 621 1
914 254 1
36 424 1
254 390 1
395 254 1
491 977 1
18 974 1
146 563 1
739 107 1
544 281 1
639 381 1
805 265 1
979 254 1
748 454 1
342 246 1
248 974 1
615 860 1
369 21 1
809 22 1
650 254 1
254 415 1
225 855 1
29 730 1
946 654 1
890 974 1
928 508 1
258 974 1
532 379 1
151 384 1
21 850 1
159 254 1
824 787 1
546 551 1
402 974 1
553 897 1
109 587 1
864 423 1
916 393 1
560 557 1
107 434 1
322 422 1
375 843 1
718 232 1
896 971 1
105 45 1
751 22 1
254 716 1
946 254 1
26 652 1
219 399 1
803 542 1
985 797 1
254 490 1
816 269 1
726 75 1
729 974 1
1 254 1
254 111 1
539 974 1
1000 847 1
254 183 1
399 992 1
895 464 1
982 273 1
632 994 1
762 254 1
276 974 1
169 13 1
108 254 1
993 254 1
769 476 1
254 323 1
970 609 1
5 994 1
98 619 1
644 254 1
723 705 1
144 329 1
445 676 1
45 974 1
764 355 1
157 254 1
69 231 1
156 73 1
751 348 1
203 254 1
225 753 1
149 974 1
346 478 1
644 662 1
596 526 1
996 576 1
615 75 1
276 104 1
91 167 1
567 974 1
456 974 1
459 786 1
106 122 1
445 442 1
917 272 1
278 106 1
607 240 1
150 254 1
685 848 1
91 503 1
121 254 1
116 737 1
746 229 1
235 942 1
57 8 1
943 974 1
461 974 1
768 727 1
964 329 1
954 592 1
406 254 1
325 974 1
928 199 1
771 742 1
304 317 1
241 688 1
319 190 1
20 635 1
469 72 1
263 290 1
126 845 1
254 294 1
908 420 1
266 199 1
408 224 1
749 857 1
75 268 1
731 706 1
21 27 1
864 974 1
900 35 1
254 949 1
760 934 1
568 330 1
254 755 1
813 74 1
206 974 1
99 183 1
471 430 1
64 607 1
789 490 1
254 576 1
425 654 1
718 78 1
128 781 1
474 705 1
654 974 1
812 188 1
25 958 1
834 290 1
497 242 1
749 552 1
416 576 1
703 495 1
589 921 1
233 629 1
832 974 1
26 696 1
348 548 1
254 791 1
932 271 1
266 635 1
369 138 1
521 94 1
206 871 1
260 986 1
416 677 1
311 258 1
360 329 1
748 380 1
311 957 1
186 874 1
722 237 1
254 178 1
98 767 1
873 192 1
121 498 1
187 974 1
887 341 1
716 974 1
203 667 1
165 783 1
852 200 1
928 730 1
846 974 1
254 153 1
647 740 1
138 772 1
647 131 1
770 797 1
23 70 1
438 974 1
448 209 1
913 951 1
485 761 1
12 927 1
938 675 1
377 745 1
879 693 1
407 974 1
750 674 1
918 272 1
254 200 1
425 670 1
146 885 1
88 76 1
302 370 1
188 804 1
640 254 1
165 914 1
375 204 1
952 974 1
951 706 1
422 250 1
990 335 1
941 974 1
245 974 1
140 291 1
71 542 1
427 519 1
617 796 1
254 433 1
239 634 1
229 844 1
600 244 1
380 436 1
671 869 1
254 405 1
98 57 1
253 625 1
319 254 1
770 426 1
2 254 1
244 593 1
584 275 1
888 771 1
913 34 1
254 957 1
378 905 1
856 70 1
254 502 1
873 860 1
333 779 1
641 854 1
642 873 1
254 379 1
812 743 1
911 368 1
925 464 1
227 974 1
892 322 1
980 616 1
495 351 1
253 965 1
650 94 1
369 254 1
568 195 1
544 990 1
768 974 1
749 583 1
254 231 1
865 151 1
521 254 1
69 21 1
581 631 1
503 281 1
524 239 1
618 706 1
886 974 1
893 171 1
254 610 1
258 583 1
23 630 1
254 227 1
354 974 1
401 213 1
101 906 1
16 73 1
825 256 1
79 880 1
424 974 1
443 354 1
932 451 1
350 386 1
595 830 1
667 518 1
726 32 1
21 326 1
816 749 1
691 739 1
110 583 1
442 254 1
162 974 1
229 577 1
642 256 1
953 823 1
825 254 1
120 433 1
760 94 1
754 551 1
854 609 1
441 424 1
717 836 1
731 309 1
557 974 1
739 179 1
371 143 1
443 806 1
337 254 1
631 845 1
499 724 1
695 748 1
810 17 1
798 821 1
671 522 1
709 254 1
578 160 1
848 254 1
679 391 1
442 590 1
166 281 1
748 167 1
951 974 1
109 196 1
604 8 1
39 320 1
927 254 1
270 4 1
630 424 1
75 54 1
254 845 1
515 14 1
585 974 1
667 974 1
254 774 1
775 588 1
432 175 1
885 143 1
411 16 1
254 711 1
779 268 1
266 874 1
790 30 1
798 846 1
44 381 1
777 684 1
511 776 1
702 320 1
26 729 1
865 401 1
254 597 1
276 797 1
790 254 1
247 556 1
937 974 1
947 974 1
473 765 1
383 694 1
253 717 1
121 258 1
10 254 1
384 201 1
507 189 1
298 601 1
842 693 1
254 279 1
725 974 1
276 332 1
692 847 1
732 951 1
152 460 1
797 535 1
141 254 1
37 767 1
295 153 1
701 801 1
469 256 1
916 254 1
306 254 1
911 254 1
51 974 1
415 974 1
166 254 1
219 423 1
677 974 1
944 974 1
877 95 1
288 727 1
678 811 1
932 254 1
290 17 1
442 974 1
390 579 1
655 415 1
465 47 1
500 659 1
959 942 1
856 668 1
621 254 1
587 136 1
101 871 1
989 466 1
895 957 1
317 254 1
150 657 1
734 557 1
462 653 1
16 501 1
277 948 1
105 416 1
57 258 1
104 254 1
833 545 1
707 759 1
211 136 1
440 309 1
132 202 1
254 62 1
878 870 1
50 585 1
644 784 1
528 14 1
123 254 1
252 796 1
349 254 1
962 974 1
117 254 1
254 164 1
203 407 1
991 450 1
411 936 1
260 389 1
83 981 1
675 858 1
587 254 1
254 327 1
605 814 1
799 861 1
385 649 1
293 699 1
408 31 1
807 514 1
640 972 1
254 858 1
400 734 1
254 209 1
83 330 1
128 855 1
539 659 1
641 254 1
100 207 1
403 201 1
95 961 1
308 319 1
157 111 1
981 974 1
411 254 1
123 288 1
487 55 1
138 897 1
254 32 1
99 787 1
573 793 1
793 814 1
254 42 1
110 26 1
396 927 1
866 439 1
58 542 1
90 445 1
586 368 1
35 974 1
709 988 1
397 925 1
254 122 1
254 973 1
431 196 1
254 733 1
254 431 1
308 72 1
98 629 1
243 42 1
960 940 1
441 78 1
146 692 1
448 544 1
816 19 1
206 254 1
894 7 1
679 527 1
254 690 1
818 104 1
69 853 1
214 136 1
473 974 1
75 806 1
151 548 1
811 605 1
514 508 1
555 254 1
736 974 1
416 297 1
203 884 1
294 508 1
913 32 1
731 313 1
781 974 1
295 194 1
536 974 1
383 254 1
331 675 1
346 391 1
30 219 1
561 254 1
456 785 1
953 636 1
127 713 1
51 660 1
228 509 1
185 324 1
114 616 1
946 391 1
301 254 1
618 254 1
304 19 1
640 638 1
254 987 1
831 974 1
448 254 1
892 182 1
645 498 1
48 326 1
676 7 1
207 974 1
537 878 1
36 570 1
463 959 1
30 8 1
228 631 1
16 974 1
338 912 1
83 809 1
16 618 1
695 311 1
822 254 1
970 410 1
77 588 1
92 503 1
882 398 1
978 696 1
332 850 1
548 576 1
346 930 1
823 577 1
903 974 1
104 700 1
879 912 1
16 663 1
743 270 1
254 140 1
314 254 1
958 849 1
254 527 1
251 705 1
394 527 1
921 959 1
816 254 1
103 509 1
314 389 1
394 313 1
664 522 1
254 737 1
610 839 1
95 217 1
552 556 1
944 583 1
422 470 1
511 733 1
286 29 1
396 434 1
752 782 1
798 764 1
701 275 1
254 74 1
620 183 1
254 291 1
414 322 1
4 974 1
10 942 1
120 974 1
715 254 1
934 974 1
254 616 1
251 376 1
762 250 1
420 254 1
750 996 1
82 871 1
331 516 1
547 254 1
643 585 1
644 132 1
998 803 1
554 311 1
109 776 1
587 997 1
254 986 1
615 256 1
731 944 1
20 237 1
110 530 1
465 805 1
254 541 1
254 285 1
633 533 1
254 577 1
218 906 1
390 974 1
916 365 1
317 423 1
425 254 1
232 842 1
314 955 1
751 140 1
937 838 1
93 404 1
798 607 1
774 483 1
152 254 1
295 254 1
487 423 1
566 231 1
574 254 1
254 78 1
209 940 1
913 985 1
286 981 1
246 477 1
642 861 1
172 254 1
554 789 1
120 77 1
254 803 1
674 254 1
742 315 1
233 791 1
509 132 1
124 677 1
903 747 1
633 174 1
322 254 1
254 380 1
954 449 1
3 585 1
457 932 1
459 134 1
61 586 1
988 453 1
482 273 1
201 130 1
254 721 1
176 667 1
224 806 1
355 493 1
863 690 1
678 431 1
634 297 1
403 669 1
317 601 1
254 300 1
775 58 1
651 457 1
787 974 1
263 91 1
101 513 1
680 903 1
890 583 1
614 940 1
524 254 1
91 899 1
154 974 1
254 786 1
48 202 1
254 60 1
947 254 1
485 352 1
276 558 1
287 219 1
334 254 1
622 968 1
16 267 1
304 613 1
472 277 1
272 629 1
754 900 1
254 689 1
732 954 1
466 254 1
90 87 1
62 745 1
254 984 1
25 979 1
944 254 1
229 815 1
283 486 1
893 876 1
459 813 1
254 388 1
403 974 1
801 254 1
254 318 1
534 970 1
740 797 1
316 13 1
771 974 1
976 805 1
967 941 1
710 193 1
959 886 1
147 704 1
156 796 1
343 571 1
910 761 1
321 697 1
414 231 1
447 787 1
59 849 1
283 980 1
254 201 1
889 974 1
361 580 1
392 564 1
254 713 1
482 974 1
459 637 1
742 254 1
94 248 1
631 325 1
421 592 1
992 905 1
985 706 1
740 93 1
465 344 1
837 43 1
466 901 1
19 13 1
254 828 1
583 974 1
922 806 1
938 430 1
254 677 1
712 279 1
342 816 1
348 186 1
529 4 1
555 865 1
418 893 1
637 271 1
530 13 1
184 218 1
721 236 1
254 357 1
419 974 1
301 964 1
254 658 1
582 464 1
818 254 1
254 535 1
614 444 1
113 688 1
580 676 1
651 791 1
584 254 1
745 160 1
816 153 1
827 726 1
518 643 1
281 129 1
814 974 1
315 974 1
251 15 1
773 258 1
609 671 1
163 974 1
913 727 1
515 254 1
599 489 1
379 4 1
418 661 1
254 484 1
254 321 1
453 974 1
566 18 1
239 118 1
866 974 1
143 111 1
276 254 1
102 803 1
561 974 1
190 905 1
688 974 1
606 254 1
46 254 1
824 220 1
428 492 1
131 974 1
602 775 1
325 519 1
254 582 1
606 173 1
546 848 1
805 974 1
686 35 1
495 655 1
768 935 1
282 120 1
982 748 1
459 715 1
604 216 1
534 254 1
215 682 1
134 974 1
503 376 1
282 254 1
254 144 1
291 974 1
90 254 1
865 111 1
437 974 1
801 653 1
243 942 1
896 414 1
873 974 1
18 509 1
35 70 1
36 697 1
48 254 1
238 980 1
758 720 1
921 54 1
723 142 1
421 756 1
861 429 1
275 305 1
254 955 1
678 675 1
621 950 1
807 631 1
420 992 1
225 981 1
447 766 1
254 17 1
169 45 1
664 905 1
391 510 1
304 141 1
408 974 1
411 93 1
26 974 1
947 415 1
254 900 1
568 254 1
300 556 1
421 254 1
166 110 1
322 912 1
679 907 1
10 998 1
772 63 1
349 974 1
254 745 1
116 914 1
254 804 1
579 974 1
5 12 1
334 971 1
284 689 1
401 53 1
933 511 1
533 942 1
151 920 1
53 550 1
829 254 1
967 900 1
838 54 1
360 663 1
421 185 1
533 635 1
837 784 1
425 806 1
408 803 1
707 254 1
728 151 1
471 254 1
691 63 1
240 252 1
547 435 1
267 242 1
465 536 1
51 123 1
20 974 1
917 341 1
185 717 1
211 321 1
871 765 1
448 916 1
726 840 1
69 974 1
999 990 1
748 266 1
122 787 1
562 187 1
952 207 1
981 994 1
639 136 1
254 511 1
254 309 1
470 391 1
628 119 1
417 737 1
692 941 1
273 545 1
20 254 1
782 207 1
724 415 1
850 37 1
126 773 1
47 235 1
316 899 1
513 507 1
513 576 1
20 325 1
366 838 1
128 282 1
993 974 1
79 162 1
340 706 1
283 974 1
441 254 1
258 7 1
890 254 1
307 8 1
748 712 1
342 154 1
9 836 1
254 89 1
798 254 1
602 803 1
720 194 1
350 974 1
610 458 1
385 197 1
62 974 1
850 217 1
57 430 1
628 838 1
3 180 1
943 855 1
254 365 1
44 542 1
397 479 1
504 82 1
953 548 1
418 397 1
982 824 1
672 115 1
791 974 1
126 882 1
882 658 1
338 628 1
494 476 1
529 254 1
412 254 1
44 956 1
923 254 1
83 254 1
425 214 1
726 484 1
391 153 1
254 833 1
15 805 1
274 974 1
927 217 1
771 208 1
699 323 1
704 991 1
338 721 1
224 72 1
850 398 1
714 615 1
495 974 1
646 825 1
23 278 1
212 122 1
567 468 1
883 974 1
254 329 1
578 974 1
551 222 1
474 716 1
842 611 1
284 977 1
158 794 1
154 925 1
124 254 1
657 192 1
731 167 1
254 341 1
97 254 1
254 815 1
380 839 1
436 778 1
981 663 1
712 160 1
331 254 1
724 973 1
349 671 1
428 63 1
391 452 1
254 661 1
166 227 1
353 898 1
559 111 1
36 974 1
324 365 1
283 293 1
790 865 1
342 622 1
416 366 1
821 828 1
254 234 1
617 913 1
790 419 1
292 974 1
674 777 1
692 930 1
42 875 1
389 974 1
166 72 1
228 735 1
254 400 1
826 746 1
832 227 1
708 254 1
463 974 1
20 829 1
817 974 1
216 254 1
469 921 1
1000 974 1
254 593 1
134 156 1
214 248 1
998 974 1
936 974 1
725 47 1
254 483 1
744 733 1
26 204 1
471 984 1
546 62 1
254 607 1
138 158 1
638 400 1
187 737 1
150 722 1
798 555 1
77 70 1
1000 254 1
950 974 1
125 974 1
805 243 1
350 800 1
71 569 1
710 966 1
606 299 1
636 974 1
69 745 1
215 735 1
396 367 1
506 414 1
126 672 1
254 252 1
798 187 1
780 504 1
554 175 1
632 611 1
699 134 1
559 254 1
573 616 1
748 254 1
277 125 1
254 413 1
835 133 1
797 627 1
986 974 1
215 873 1
862 789 1
548 70 1
367 412 1
560 289 1
181 813 1
254 344 1
749 119 1
121 799 1
715 654 1
798 999 1
254 630 1
655 974 1
897 187 1
617 776 1
286 160 1
101 49 1
148 855 1
471 455 1
254 614 1
754 254 1
973 111 1
209 839 1
669 990 1
525 397 1
994 119 1
105 219 1
431 972 1
710 616 1
529 341 1
72 545 1
495 254 1
340 878 1
833 616 1
284 974 1
360 228 1
364 73 1
406 60 1
648 974 1
465 750 1
214 889 1
911 974 1
254 192 1
254 273 1
93 705 1
346 655 1
27 626 1
823 386 1
563 254 1
511 845 1
723 544 1
348 957 1
474 104 1
254 81 1
929 925 1
422 974 1
559 31 1
872 398 1
176 664 1
254 572 1
622 128 1
897 941 1
951 635 1
666 118 1
202 493 1
707 756 1
254 966 1
176 365 1
915 961 1
647 13 1
898 747 1
671 838 1
254 429 1
525 844 1
944 299 1
410 699 1
908 213 1
440 451 1
282 259 1
661 804 1
819 312 1
254 636 1
444 966 1
254 404 1
731 612 1
600 877 1
353 254 1
219 193 1
954 468 1
328 880 1
267 158 1
90 944 1
254 443 1
762 739 1
264 49 1
701 254 1
588 111 1
348 305 1
715 367 1
849 700 1
322 280 1
120 73 1
100 611 1
509 535 1
332 254 1
704 244 1
952 160 1
124 120 1
55 74 1
497 874 1
833 564 1
55 710 1
242 545 1
566 287 1
422 254 1
352 588 1
109 849 1
763 96 1
111 158 1
881 974 1
393 840 1
9 855 1
254 387 1
487 254 1
887 254 1
69 86 1
211 780 1
384 199 1
891 235 1
894 339 1
193 379 1
543 254 1
897 213 1
254 734 1
51 572 1
537 593 1
363 847 1
540 677 1
738 524 1
254 997 1
56 974 1
820 590 1
570 886 1
929 873 1
367 730 1
422 285 1
639 974 1
293 44 1
909 613 1
254 619 1
81 326 1
641 923 1
490 520 1
292 160 1
659 974 1
481 125 1
679 186 1
58 974 1
698 737 1
97 823 1
653 28 1
838 460 1
463 54 1
420 351 1
18 29 1
769 943 1
517 138 1
232 556 1
751 569 1
254 364 1
669 541 1
622 222 1
176 693 1
254 207 1
319 562 1
339 254 1
710 419 1
343 239 1
747 974 1
254 161 1
50 213 1
266 791 1
254 424 1
902 776 1
25 15 1
127 254 1
917 426 1
324 937 1
740 773 1
9 439 1
300 711 1
375 974 1
254 936 1
686 254 1
254 491 1
895 884 1
228 254 1
55 974 1
417 762 1
254 904 1
225 491 1
254 87 1
773 262 1
707 790 1
536 111 1
53 974 1
888 254 1
602 132 1
396 745 1
286 373 1
631 505 1
744 239 1
515 612 1
112 974 1
642 154 1
852 490 1
82 658 1
839 291 1
254 397 1
254 570 1
71 974 1
606 610 1
246 384 1
410 572 1
798 913 1
820 49 1
527 974 1
824 792 1
995 155 1
202 178 1
708 974 1
920 974 1
254 961 1
930 6 1
372 974 1
984 535 1
128 254 1
866 272 1
113 808 1
331 954 1
393 285 1
449 681 1
570 400 1
175 551 1
274 13 1
482 415 1
86 942 1
313 473 1
596 557 1
707 230 1
831 380 1
981 501 1
414 974 1
133 706 1
195 736 1
933 254 1
561 223 1
254 208 1
993 650 1
254 235 1
746 63 1
913 675 1
69 785 1
793 574 1
447 664 1
128 974 1
274 36 1
707 435 1
271 423 1
993 168 1
832 611 1
567 625 1
170 498 1
254 682 1
678 974 1
862 542 1
945 387 1
292 813 1
978 516 1
257 923 1
678 254 1
515 237 1
266 974 1
600 423 1
267 450 1
254 236 1
195 704 1
429 867 1
517 974 1
693 254 1
255 254 1
337 509 1
301 174 1
254 29 1
834 565 1
455 254 1
287 293 1
50 440 1
145 254 1
224 988 1
746 830 1
349 427 1
811 990 1
109 55 1
22 990 1
86 254 1
696 248 1
596 787 1
536 901 1
191 957 1
254 65 1
254 281 1
776 497 1
455 367 1
890 948 1
989 254 1
789 381 1
402 145 1
607 335 1
254 660 1
99 910 1
823 254 1
538 254 1
254 855 1
732 800 1
321 207 1
15 331 1
455 764 1
940 668 1
244 520 1
893 254 1
472 716 1
157 735 1
286 254 1
644 804 1
215 595 1
254 381 1
318 711 1
770 733 1
13 941 1
99 254 1
378 576 1
208 920 1
300 974 1
972 7 1
407 172 1
769 254 1
643 828 1
441 386 1
254 40 1
240 974 1
675 974 1
311 972 1
254 114 1
632 974 1
226 574 1
352 254 1
913 934 1
276 507 1
304 796 1
43 94 1
203 165 1
264 312 1
546 254 1
524 234 1
693 974 1
606 354 1
254 315 1
254 813 1
620 612 1
841 66 1
824 254 1
923 520 1
101 238 1
252 130 1
526 503 1
15 254 1
779 335 1
60 320 1
375 591 1
286 681 1
782 278 1
395 140 1
859 254 1
447 551 1
771 660 1
553 903 1
744 967 1
185 920 1
360 254 1
903 426 1
967 323 1
722 62 1
462 302 1
353 112 1
346 558 1
982 696 1
933 491 1
739 41 1
706 590 1
816 391 1
91 974 1
561 493 1
397 266 1
883 804 1
51 744 1
746 805 1
568 284 1
91 341 1
835 429 1
254 840 1
626 194 1
254 219 1
288 111 1
502 458 1
716 791 1
289 849 1
323 492 1
723 258 1
260 948 1
583 941 1
235 218 1
220 974 1
71 300 1
84 952 1
600 761 1
770 844 1
161 974 1
722 986 1
82 973 1
254 912 1
342 501 1
165 974 1
152 828 1
763 562 1
880 193 1
254 478 1
399 942 1
191 318 1
555 365 1
254 930 1
635 794 1
976 991 1
993 14 1
591 966 1
254 934 1
254 943 1
254 901 1
598 974 1
929 931 1
251 805 1
958 343 1
333 254 1
678 842 1
99 200 1
744 500 1
885 733 1
198 419 1
109 20 1
512 836 1
254 33 1
631 9 1
809 504 1
547 772 1
255 419 1
342 693 1
232 341 1
140 326 1
417 917 1
90 867 1
968 351 1
427 645 1
180 389 1
347 579 1
687 163 1
672 356 1
632 567 1
322 384 1
217 974 1
831 254 1
420 33 1
613 940 1
848 59 1
254 399 1
163 291 1
686 321 1
919 658 1
843 990 1
536 254 1
969 974 1
15 151 1
314 188 1
254 545 1
844 531 1
608 761 1
917 974 1
363 955 1
286 397 1
961 901 1
749 330 1
595 112 1
524 974 1
416 563 1
470 977 1
129 612 1
25 943 1
942 974 1
912 94 1
254 992 1
147 310 1
352 607 1
896 352 1
254 160 1
793 254 1
23 75 1
596 910 1
3 254 1
678 762 1
999 415 1
198 254 1
10 74 1
553 254 1
175 434 1
311 155 1
171 285 1
254 271 1
774 63 1
233 254 1
46 164 1
913 254 1
437 254 1
911 13 1
720 791 1
295 673 1
912 624 1
880 554 1
51 741 1
704 254 1
559 577 1
503 388 1
546 748 1
665 591 1
254 672 1
679 429 1
251 974 1
675 578 1
566 791 1
254 391 1
540 362 1
260 123 1
371 412 1
845 974 1
998 196 1
902 209 1
827 49 1
901 974 1
43 527 1
579 867 1
254 427 1
573 3 1
918 155 1
254 549 1
898 77 1
771 239 1
92 569 1
752 517 1
596 511 1
660 688 1
147 103 1
139 871 1
751 726 1
854 939 1
640 892 1
952 323 1
87 926 1
131 220 1
417 490 1
752 284 1
481 326 1
16 227 1
469 738 1
609 582 1
999 879 1
317 932 1
978 549 1
254 428 1
854 254 1
727 230 1
77 7 1
83 748 1
165 524 1
145 974 1
264 786 1
30 802 1
760 773 1
72 254 1
61 922 1
880 140 1
260 894 1
572 974 1
481 123 1
254 8 1
254 567 1
919 346 1
528 490 1
523 791 1
953 567 1
615 254 1
456 181 1
765 974 1
254 41 1
382 942 1
25 705 1
23 254 1
580 254 1
976 339 1
469 344 1
254 508 1
254 594 1
20 849 1
573 796 1
24 857 1
105 217 1
264 254 1
966 41 1
536 493 1
312 300 1
936 13 1
254 119 1
384 658 1
13 974 1
887 196 1
987 806 1
757 464 1
455 781 1
13 616 1
151 791 1
189 409 1
191 848 1
10 206 1
261 839 1
380 227 1
553 965 1
988 222 1
799 238 1
908 974 1
824 805 1
452 941 1
785 144 1
608 899 1
943 840 1
844 9 1
829 370 1
254 522 1
274 267 1
392 501 1
286 560 1
919 261 1
927 964 1
566 984 1
962 295 1
919 974 1
939 624 1
630 761 1
131 777 1
3 990 1
697 199 1
995 312 1
414 367 1
909 287 1
128 950 1
634 974 1
254 968 1
448 436 1
346 393 1
835 623 1
657 591 1
621 503 1
665 266 1
20 620 1
815 974 1
127 426 1
254 920 1
739 254 1
416 254 1
866 569 1
254 419 1
208 663 1
909 254 1
940 357 1
249 248 1
653 37 1
254 513 1
971 313 1
703 401 1
324 782 1
551 886 1
819 11 1
807 365 1
935 791 1
854 846 1
319 453 1
631 305 1
254 181 1
330 662 1
203 551 1
348 736 1
546 699 1
798 954 1
973 354 1
650 302 1
138 554 1
880 974 1
187 164 1
254 806 1
414 350 1
254 458 1
322 747 1
500 151 1
965 357 1
835 157 1
947 496 1
344 456 1
286 855 1
163 430 1
703 130 1
102 974 1
988 974 1
525 241 1
416 881 1
835 555 1
625 480 1
134 545 1
254 120 1
105 254 1
664 430 1
371 321 1
708 552 1
411 229 1
401 154 1
487 531 1
828 974 1
523 515 1
254 9 1
254 838 1
993 501 1
82 424 1
632 62 1
254 883 1
254 268 1
338 937 1
753 974 1
551 734 1
896 480 1
932 374 1
605 804 1
692 803 1
824 974 1
210 519 1
254 808 1
525 974 1
945 912 1
168 998 1
190 969 1
100 397 1
481 974 1
410 254 1
617 940 1
366 229 1
410 502 1
1 75 1
773 988 1
346 9 1
32 662 1
254 889 1
699 527 1
899 299 1
903 179 1
728 719 1
64 974 1
728 865 1
331 706 1
254 706 1
472 928 1
184 130 1
5 254 1
254 926 1
945 95 1
409 356 1
982 708 1
372 938 1
770 974 1
254 994 1
523 6 1
144 974 1
191 201 1
321 969 1
340 767 1
511 326 1
428 217 1
909 912 1
342 83 1
254 492 1
943 153 1
710 292 1
588 870 1
115 870 1
457 765 1
254 205 1
254 794 1
893 420 1
617 313 1
704 986 1
701 876 1
497 41 1
306 947 1
782 839 1
139 778 1
384 711 1
866 314 1
725 506 1
664 40 1
16 254 1
910 974 1
233 243 1
164 974 1
880 49 1
459 254 1
485 974 1
71 254 1
51 927 1
995 32 1
481 115 1
657 519 1
12 526 1
475 254 1
989 688 1
854 708 1
570 943 1
726 965 1
562 374 1
621 140 1
451 974 1
328 156 1
254 258 1
971 930 1
927 520 1
568 942 1
334 277 1
249 545 1
385 919 1
220 9 1
857 994 1
254 292 1
427 28 1
801 202 1
251 708 1
615 690 1
205 974 1
260 594 1
809 974 1
405 937 1
323 588 1
552 885 1
161 677 1
715 754 1
316 587 1
86 620 1
993 227 1
338 39 1
946 572 1
16 904 1
254 278 1
461 254 1
468 974 1
418 254 1
610 142 1
723 952 1
982 254 1
232 942 1
143 787 1
396 191 1
403 996 1
463 765 1
75 664 1
254 507 1
856 8 1
982 916 1
506 614 1
20 451 1
254 7 1
950 660 1
513 981 1
47 254 1
980 9 1
687 131 1
206 222 1
935 796 1
239 629 1
595 107 1
976 265 1
20 504 1
978 511 1
155 433 1
254 670 1
27 52 1
966 231 1
536 239 1
50 662 1
292 179 1
269 434 1
386 254 1
56 706 1
331 285 1
523 464 1
135 181 1
137 974 1
738 949 1
171 78 1
169 254 1
488 876 1
188 254 1
221 349 1
310 268 1
963 344 1
254 184 1
318 508 1
749 382 1
593 974 1
47 390 1
254 95 1
273 974 1
850 974 1
825 278 1
254 354 1
614 658 1
800 88 1
908 960 1
254 376 1
719 554 1
523 935 1
402 542 1
624 658 1
788 53 1
797 661 1
109 16 1
254 628 1
656 535 1
281 297 1
251 162 1
176 307 1
622 594 1
425 404 1
861 323 1
919 76 1
469 974 1
908 240 1
927 850 1
22 772 1
176 341 1
937 82 1
909 880 1
984 753 1
182 585 1
783 643 1
861 254 1
347 91 1
254 436 1
580 454 1
978 492 1
661 974 1
150 613 1
873 254 1
207 926 1
253 636 1
187 690 1
558 254 1
929 251 1
55 180 1
254 645 1
394 320 1
293 217 1
698 409 1
666 223 1
856 254 1
254 519 1
865 17 1
835 903 1
102 372 1
609 490 1
797 341 1
43 882 1
126 974 1
586 196 1
79 52 1
131 142 1
362 254 1
982 974 1
710 578 1
353 435 1
560 974 1
729 254 1
953 284 1
560 132 1
288 456 1
674 850 1
371 254 1
580 93 1
965 670 1
656 449 1
146 974 1
361 254 1
45 387 1
558 575 1
999 254 1
660 643 1
238 254 1
662 389 1
549 736 1
192 96 1
657 13 1
128 906 1
154 504 1
314 431 1
773 143 1
788 628 1
807 508 1
381 498 1
405 570 1
632 663 1
254 180 1
225 661 1
316 400 1
568 351 1
537 69 1
254 130 1
819 535 1
918 502 1
46 645 1
869 997 1
